id,type,subtype,price,transactionType,zip,visualisationOption,cuisine_type,constructionYear,condition,heatingType,primaryEnergyConsumptionLevel,room_number,surface,atticExists,basementExists,hasSwimmingPool,indoor,outdoor,short_id,company_name,m2,commune
7892072,apartment group,apartment group,289900 - 379500,for sale,9000,xl,,,,,,,,,,,,,2506596,urbanlink group,80,Gand
7922243,apartment group,apartment group,290000 - 290000,for sale,8020,xl,,,,,,,,,,,,,2562644,depauw vastgoed,94,Oostkamp
8511058,apartment group,apartment group,290100 - 386500,for sale,8790,xl,,,,,,,,,,,,,296167,eribo stijlbouwers,92,Waregem
8941035,apartment group,apartment group,290000 - 320000,for sale,2018,xl,,,,,,,,,,,,,2837127,made,77,Anvers%201
8677658,apartment group,apartment group,291954 - 382651,for sale,8630,xl,,,,,,,,,,,,,2680172,karolien lafaut,112,Furnes
8604627,apartment group,apartment group,291955 - 382650,for sale,8630,xl,,,,,,,,,,,,,1002086,dewaele | vastgoed met advies veurne,94,Furnes
8221358,apartment group,apartment group,292689 - 449000,for sale,2930,xl,,,,,,,,,,,9,9,2296817,heylen vastgoed antwerpen,106,Brasschaat
8761069,apartment group,apartment group,297500 - 305000,for sale,8880,xl,,,,,,,,,,,,,3012392,c-nest groep,137,Ledegem
8179388,apartment group,apartment group,292500 - 292500,for sale,8210,xl,,,,,,,,,,,,,1857928,futurimmo brugge,126,Zedelgem
8972511,apartment group,apartment group,294000 - 495000,for sale,2550,xl,,,,,,,,,,,69,69,3636486,heylen vastgoed mortsel,104,Kontich
8379654,apartment group,apartment group,296250 - 296250,for sale,8800,xl,,,,,,,,,,,,,2562644,depauw vastgoed,90,Roulers
8724429,apartment group,apartment group,299000 - 299000,for sale,2100,xl,,,,,,,,,,,25,25,3539317,heylen vastgoed deurne,122,Deurne
8807692,apartment group,apartment group,294000 - 355000,for sale,8800,xl,,,,,,,,,,,,,2875997,futurimmo roeselare - rumbeke,93,Roulers
8901391,apartment group,apartment group,295000 - 585000,for sale,9000,xl,,,,,,,,,,,,,1383992,fortum vastgoed,1,Gand
8616941,apartment group,apartment group,299000 - 299000,for sale,2100,xl,,,,,,,,,,,,,1524051,vb partners immobiliën bvba,122,Deurne
7334934,apartment group,apartment group,299000 - 1080000,for sale,3500,xl,,,,,,,,,,,,,183570,kolmont,68,Hasselt
9023779,apartment group,apartment group,299000 - 379000,for sale,9240,xl,,,,,,,,,,,,,36717,rosiers &amp; de ridder,148,Zele
8716929,apartment group,apartment group,300000 - 660000,for sale,1340,xl,,,,,,,,,,,,,1821912,trust real estate sprl,81,Ottignies-Louvain-la-Neuve%20Ottignies
9025664,apartment group,apartment group,299500 - 719000,for sale,9000,xl,,,,,,,,,,,,,1739,agence rosseel,79,Gand
8984926,apartment group,apartment group,299000 - 769000,for sale,8200,xl,,,,,,,,,,,,,2142819,panorama brugge,78,Sint-Andries
9002725,apartment group,apartment group,299000 - 769000,for sale,8200,xl,,,,,,,,,,,,,593029,immo delbecque,78,Bruges
9002102,apartment group,apartment group,300389 - 807756,for sale,9050,xl,,,,,,,,,,,,,2105076,immo t bvba,88,Gentbrugge
8973507,apartment group,apartment group,309000 - 641600,for sale,9000,xl,,,,,,,,,,,,,3238005,alides reim,89,Gand
8566256,apartment group,apartment group,302670 - 492650,for sale,1420,xl,,,,,,,,,,,,,917182,matexi brabant wallon,115,Braine-l'Alleud
8818047,apartment group,apartment group,306475 - 403800,for sale,3840,xl,,,,,,,,,,,,,3002343,jbk projectbouw bvba,99,Looz
8635876,apartment group,apartment group,301000 - 301000,for sale,9940,xl,,,,,,,,,,,,,2086309,hyboma,100,Evergem%20Ertvelde
8752979,apartment group,apartment group,304500 - 444500,for sale,8301,xl,,,,,,,,,,,,,3296101,caselle,77,Duinbergen
8928986,apartment group,apartment group,310000 - 310000,for sale,8500,xl,,,,,,,,,,,,,2962858,antonissen project management,91,Courtrai
7939157,apartment group,apartment group,308651 - 309651,for sale,2440,xl,,,,,,,,,,,29,29,2152228,heylen vastgoed geel,134,Geel
8609590,apartment group,apartment group,302186 - 494171,for sale,8200,xl,,,,,,,,,,,,,593029,immo delbecque,91,Sint-Andries
7549550,apartment group,apartment group,320000 - 349000,for sale,8790,xl,,,,,,,,,,,,,35708,immex bvba,97,Waregem
6638387,apartment group,apartment group,310250 - 347950,for sale,2000,xl,,,,,,,,,,,,,2184,makelaarskantoor de meester,80,Anvers
9021839,apartment group,apartment group,310000 - 637000,for sale,9000,xl,,,,,,,,,,,,,1989885,immo da vinci,64,Gand
9016475,apartment group,apartment group,315000 - 595000,for sale,9032,xl,,,,,,,,,,,,,319596,durabrik bouwbedrijven nv,80,Wondelgem
8248061,apartment group,apartment group,317200 - 322000,for sale,9160,xl,,,,,,,,,,,,,1255036,huysewinkel waasland,119,Lokeren
7889164,apartment group,apartment group,311560 - 311560,for sale,9990,xl,,,,,,,,,,,,,2126895,vastgoed unicum,126,Maldegem
8556813,apartment group,apartment group,317316 - 421014,for sale,2870,xl,,,,,,,,,,,,71,3245594,vista verde,104,Breendonk
8878682,apartment group,apartment group,316700 - 481600,for sale,2050,xl,,,,,,,,,,,,,77296,vooruitzicht nv,86,Anvers
9024790,apartment group,apartment group,325000 - 365000,for sale,9800,xl,,,,,,,,,,,,,1989885,immo da vinci,97,Deinze%20Astene
8662796,apartment group,apartment group,333000 - 519000,for sale,1500,xl,,,,,,,,,,,,,308581,century 21 pro domo,108,Halle
8761072,apartment group,apartment group,339000 - 339000,for sale,8880,xl,,,,,,,,,,,,,3012392,c-nest groep,125,Sint-Eloois-Winkel
8761071,apartment group,apartment group,329602 - 346052,for sale,8520,xl,,,,,,,,,,,,,3012392,c-nest groep,132,Kuurne
8682392,apartment group,apartment group,335000 - 365000,for sale,3000,xl,,,,,,,,,,,,,2996344,covas immo,51,Louvain
8986263,apartment group,apartment group,332500 - 338500,for sale,9810,xl,,,,,,,,,,,,,1989885,immo da vinci,105,Eke
8028214,apartment group,apartment group,340000 - 400000,for sale,9052,xl,,,,,,,,,,,,,132519,huyghebaert &amp; mommens nv,112,Zwijnaarde
7412146,apartment group,apartment group,329000 - 1150000,for sale,2000,xl,,,,,,,,,,,,,2184,makelaarskantoor de meester,88,Anvers
8151985,apartment group,apartment group,340000 - 430000,for sale,9070,xl,,,,,,,,,,,,,2475159,vastgoed poppe,126,Heusden
8657212,apartment group,apartment group,343000 - 343000,for sale,2160,xl,,,,,,,,,,,,,1524051,vb partners immobiliën bvba,101,Wommelgem
8725866,apartment group,apartment group,343000 - 420000,for sale,9255,xl,,,,,,,,,,,5,3,2843167,immo arthur segers,85,Buggenhout
9021783,apartment group,apartment group,346453.2 - 466099.2,for sale,9000,xl,,,,,,,,,,,,,1989885,immo da vinci,88,Gand
7448037,apartment group,apartment group,343000 - 343000,for sale,2160,xl,,,,,,,,,,,,,2296817,heylen vastgoed antwerpen,101,Wommelgem
8511059,apartment group,apartment group,345000 - 370000,for sale,8530,xl,,,,,,,,,,,,,296167,eribo stijlbouwers,107,Harelbeke
8761066,apartment group,apartment group,345000 - 345000,for sale,8420,xl,,,,,,,,,,,,,3012392,c-nest groep,110,Wenduine
8738668,apartment group,apartment group,340000 - 396000,for sale,9850,xl,,,,,,,,,,,,,3515626,stellar immo,115,Nevele
8949362,apartment group,apartment group,349000 - 399000,for sale,1770,xl,,,,,,,,,,,,,2547553,albert vastgoed,143,Liedekerke
8656945,apartment group,apartment group,349000 - 349000,for sale,3000,xl,,,,,,,,,,,,,2996344,covas immo,60,Louvain
9020920,apartment group,apartment group,349500 - 369500,for sale,9000,xl,,,,,,,,,,,,,2102613,cores development,137,Gand
8833272,apartment group,apartment group,350000 - 560000,for sale,8400,xl,,,,,,,,,,,,,646796,vastgoedgroep degroote,94,Ostende
8975945,apartment group,apartment group,350000 - 450000,for sale,2000,xl,,,,,,,,,,,,,2029435,triple living,2,Anvers
8325178,apartment group,apartment group,350000 - 455000,for sale,3000,xl,,,,,,,,,,,,,2996344,covas immo,102,Louvain
8985199,apartment group,apartment group,355500 - 2200000,for sale,2000,xl,,,,,,,,,,,,,2184,makelaarskantoor de meester,72,Anvers
8890524,apartment group,apartment group,355500 - 2200000,for sale,2000,xl,,,,,,,,,,,,1,3423211,listed property,72,Anvers
9023340,apartment group,apartment group,365000 - 397000,for sale,9040,xl,,,,,,,,,,,,,1989885,immo da vinci,111,Gent%20Sint-Amandsberg
8429582,apartment group,apartment group,363000 - 370000,for sale,9000,xl,,,,,,,,,,,,,3238005,alides reim,93,Gand
7731589,apartment group,apartment group,362350 - 413620,for sale,9320,xl,,,,,,,,,,,9,8,1558824,de ras immo,129,Alost
7440819,apartment group,apartment group,374000 - 374000,for sale,2380,xl,,,,,,,,,,,,,2967619,red bison,180,Ravels
8208987,apartment group,apartment group,369500 - 825000,for sale,8000,xl,,,,,,,,,,,,,3296101,caselle,104,Bruges
7783987,apartment group,apartment group,360000 - 530000,for sale,9820,xl,,,,,,,,,,,,,621739,oximo,1,Merelbeke
7218147,apartment group,apartment group,362000 - 377500,for sale,9000,xl,,,,,,,,,,,,,1739,agence rosseel,84,Gand
8871881,apartment group,apartment group,376410 - 889000,for sale,3000,xl,,,,,,,,,,,,,1827,living stone,98,Louvain
8427802,apartment group,apartment group,395000 - 445000,for sale,8670,xl,,,,,,,,,,,,,956121,rietveld projects,89,Oostduinkerke
8782360,apartment group,apartment group,385000 - 995000,for sale,8301,xl,,,,,,,,,,,,,3063225,immo colpin knokke-heist,73,Heist-aan-Zee
5502848,apartment group,apartment group,390000 - 390000,for sale,9000,xl,,,,,,,,,,,,,1739,agence rosseel,106,Gand
7770681,apartment group,apartment group,399000 - 399000,for sale,8300,xl,,,,,,,,,,,,,158580,brody groep,90,Knokke-Heist
8975295,apartment group,apartment group,399500 - 549500,for sale,9000,xl,,,,,,,,,,,,,1989885,immo da vinci,75,Gand
8948126,apartment group,apartment group,410000 - 420000,for sale,2950,xl,,,,,,,,,,,,24,3118193,heylen vastgoed ekeren,150,Kapellen
8652532,apartment group,apartment group,415000 - 1190000,for sale,1000,xl,,,,,,,,,,,1,1,2595964,lecobel vaneau vente neuf,77,Bruxelles
8711175,apartment group,apartment group,395000 - 445000,for sale,3001,xl,,,,,,,,,,,,,2478814,century 21 confident,96,Heverlee
8217657,apartment group,apartment group,438000 - 458000,for sale,8000,xl,,,,,,,,,,,,,1639336,danneels brugge,123,Bruges
8329190,apartment group,apartment group,445000 - 450000,for sale,8300,xl,,,,,,,,,,,,,1281897,immo deva,85,Knokke
8602847,apartment group,apartment group,445000 - 495000,for sale,8000,xl,,,,,,,,,,,,,593029,immo delbecque,168,Bruges
8566220,apartment group,apartment group,455950 - 647950,for sale,2050,xl,,,,,,,,,,,,,77296,vooruitzicht nv,121,Anvers
8746626,apartment group,apartment group,447000 - 447000,for sale,8301,xl,,,,,,,,,,,,,1759503,liv&#039;immo,102,Duinbergen
8475126,apartment group,apartment group,445000 - 445000,for sale,9000,xl,,,,,,,,,,,,,2115,immo francis de meester,112,Gand
9000190,apartment group,apartment group,415000 - 1190000,for sale,1050,xl,,,,,,,,,,,1,1,2595964,lecobel vaneau vente neuf,77,Ixelles
8357886,apartment group,apartment group,440000 - 980000,for sale,9000,xl,,,,,,,,,,,,,1739,agence rosseel,99,Gand
8511063,apartment group,apartment group,466500 - 466500,for sale,8790,xl,,,,,,,,,,,,,296167,eribo stijlbouwers,126,Waregem
6886034,apartment group,apartment group,514768 - 606021,for sale,2980,xl,,,,,,,,,,,,,1508887,evillas nv,131,Zoersel
8441712,apartment group,apartment group,495000 - 635000,for sale,8370,xl,,,,,,,,,,,,,3423234,mey bvba,106,Blankenberge
8511062,apartment group,apartment group,529900 - 539900,for sale,8790,xl,,,,,,,,,,,,,296167,eribo stijlbouwers,157,Waregem
8471075,apartment group,apartment group,525000 - 995000,for sale,9000,xl,,,,,,,,,,,,,497089,agence pallen nv,88,Gand
8781866,apartment group,apartment group,545000 - 545000,for sale,3000,xl,,,,,,,,,,,,,2996344,covas immo,92,Louvain
8842918,apartment group,apartment group,560000 - 595000,for sale,3000,xl,,,,,,,,,,,,,2478814,century 21 confident,110,Louvain
8671337,apartment group,apartment group,680000 - 1550000,for sale,8400,xl,,,,,,,,,,,,,576200,versluys bouwgroep,128,Ostende
7778607,apartment group,apartment group,598480 - 1260220,for sale,9000,xl,,,,,,,,,,,,,3100331,inhouse vastgoed,78,Gand
8554118,apartment group,apartment group,690000 - 750000,for sale,9250,xl,,,,,,,,,,,,,3024295,exeptio,161,Waasmunster
8985191,apartment group,apartment group,799000 - 990000,for sale,2000,xl,,,,,,,,,,,,,2184,makelaarskantoor de meester,180,Anvers
8588163,apartment group,apartment group,696750 - 696750,for sale,8670,xl,,,,,,,,,,,2,,2086309,hyboma,1,Oostduinkerke
8985804,apartment,apartment,185000,for sale,1040,xl,,,,,,2,,,,,,,91489,"etienne beguin, notaires",2,Etterbeek
7659679,apartment group,apartment group,812000 - 812000,for sale,8670,xl,,,,,,,,,,,,,2138092,exxite,128,Koksijde
7275813,apartment group,apartment group,775000 - 775000,for sale,8300,xl,,,,,,,,,,,,,725450,immo centrale,115,Knokke
9037795,apartment,apartment,160000,for sale,4000,xl,,,,,,3,,,,,,,1627612,bnp paribas real estate,135,Li%C3%A8ge
8052958,apartment group,apartment group,1049000 - 1049000,for sale,8300,xl,,,,,,,,,,,,,290207,alex dewulf - albertstrand,143,Knokke-Heist
8324345,apartment group,apartment group,1095000 - 1095000,for sale,8300,xl,,,,,,,,,,,,,1281897,immo deva,170,Knokke
8995850,apartment,apartment,284000,for sale,8540,xl,,2001,just renovated,,,2,,,,,1,,35708,immex bvba,101,Deerlijk
7299276,apartment group,apartment group,1195000 - 1615000,for sale,2000,xl,,,,,,,,,,,,,2184,makelaarskantoor de meester,153,Anvers
9029711,apartment,ground floor,459000,for sale,9050,xl,installed,2020,as new,gas,,3,140,,true,,,,1811268,,171,Gentbrugge
9041589,apartment,apartment,425000,for sale,9700,xl,,2015,,gas,,3,,,,,1,,1548676,immo nobels,115,Audenarde
8897633,apartment,apartment,175000,for sale,8660,xl,installed,2019,,gas,,1,,,,,,,232648,bricx,59,La%20Panne
8950657,apartment,apartment,185000,for sale,1325,xl,installed,,,gas,,1,,,true,,,1,797577,gilmont immobilier,55,Chaumont-Gistoux
9041311,apartment,ground floor,351750,for sale,1420,xl,hyper equipped,,as new,,,3,,,true,,,,1790430,cedimmo braine-l&#039;alleud,128,Braine-l'Alleud
8950655,apartment,apartment,185000,for sale,1325,xl,installed,,,gas,,1,,,true,,,1,797577,gilmont immobilier,57,Chaumont-Gistoux
8950654,apartment,apartment,185000,for sale,1325,xl,installed,,,gas,,1,,,true,,,1,797577,gilmont immobilier,55,Chaumont-Gistoux
8950658,apartment,apartment,185000,for sale,1325,xl,installed,,,gas,,1,,,true,,,1,797577,gilmont immobilier,57,Chaumont-Gistoux
8897631,apartment,apartment,185000,for sale,8660,xl,installed,2019,,gas,,1,,,,,,,232648,bricx,65,La%20Panne
8711282,apartment,apartment,210000,for sale,8400,xl,usa hyper equipped,2020,,gas,,2,,,,,,,2138569,topo-immo bvba,57,Ostende
8704550,apartment,apartment,199800,for sale,9230,xl,installed,2020,,gas,,2,,,,,,,1996595,quality vander cruyssen,82,Wetteren
8704555,apartment,apartment,199000,for sale,9230,xl,installed,2020,,gas,,2,,,,,,,1996595,quality vander cruyssen,72,Wetteren
8897632,apartment,apartment,190000,for sale,8660,xl,installed,2019,,gas,,1,,,,,,,232648,bricx,65,La%20Panne
8704554,apartment,apartment,199800,for sale,9230,xl,installed,2020,,gas,,2,,,,,,,1996595,quality vander cruyssen,78,Wetteren
8281667,apartment,ground floor,208523,for sale,3800,xl,hyper equipped,2019,as new,gas,,2,,,,,,16,2078260,a. verelst development,80,Sint-Truiden
8950656,apartment,apartment,210000,for sale,1325,xl,installed,,,gas,,1,,,true,,,1,797577,gilmont immobilier,66,Chaumont-Gistoux
9004038,apartment,apartment,214000,for sale,6900,xl,,2019,,,,2,,,,,,,3104093,immobilière color,86,Marche-en-Famenne
8711280,apartment,apartment,215000,for sale,8400,xl,usa hyper equipped,2020,,gas,,2,,,,,,,2138569,topo-immo bvba,57,Ostende
8711281,apartment,apartment,220000,for sale,8400,xl,usa hyper equipped,2020,,gas,,2,,,,,,,2138569,topo-immo bvba,57,Ostende
8704551,apartment,apartment,239500,for sale,9230,xl,installed,2020,,gas,,2,,,,,,,1996595,quality vander cruyssen,91,Wetteren
8647486,apartment,apartment,226161,for sale,2240,xl,hyper equipped,,as new,gas,,2,,,,,,,409894,heylen vastgoed herentals,82,Zandhoven
8733904,apartment,ground floor,231364,for sale,3620,xl,hyper equipped,2020,as new,gas,,2,,,,,,8,2078260,a. verelst development,110,Lanaken
8733905,apartment,ground floor,231364,for sale,3620,xl,hyper equipped,2020,as new,gas,,2,,,,,,8,2078260,a. verelst development,104,Lanaken
9021035,apartment,apartment,229000,for sale,4219,xl,,1800,,,,1,,,,true,,,3104093,immobilière color,77,Wasseiges
8281657,apartment,ground floor,241495,for sale,3800,xl,hyper equipped,2019,as new,gas,,3,,,,,,16,2078260,a. verelst development,103,Sint-Truiden
8704548,apartment,apartment,249500,for sale,9230,xl,installed,2020,,gas,,2,,,,,,,1996595,quality vander cruyssen,91,Wetteren
9021047,apartment,apartment,244000,for sale,4219,xl,,1800,,,,2,,,,true,,,3104093,immobilière color,85,Wasseiges
8897713,apartment,apartment,289900,for sale,8000,xl,installed,2021,as new,gas,,2,,,,,,,232648,bricx,86,Bruges
9032206,apartment,ground floor,275000,for sale,1340,xl,,2020,as new,,,1,16,,,,,,1821912,trust real estate sprl,68,Ottignies-Louvain-la-Neuve%20Ottignies
8971976,apartment,ground floor,274000,for sale,9980,xl,hyper equipped,2019,as new,gas,,2,,,,,,1,872433,immo willems-verselder nv,100,Sint-Laureins
8897711,apartment,apartment,309900,for sale,8000,xl,installed,2021,as new,gas,,2,,,,,,,232648,bricx,97,Bruges
9004037,apartment,apartment,249500,for sale,6900,xl,,2019,,,,2,,,,,,,3104093,immobilière color,104,Marche-en-Famenne
9021049,apartment,apartment,295000,for sale,4219,xl,,1800,,,,3,,,,true,,,3104093,immobilière color,110,Wasseiges
8897715,apartment,apartment,313900,for sale,8000,xl,installed,2021,as new,gas,,2,,,,,,,232648,bricx,91,Bruges
8897710,apartment,apartment,314900,for sale,8000,xl,installed,2021,as new,gas,,2,,,,,,,232648,bricx,89,Bruges
8897709,apartment,apartment,269900,for sale,8000,xl,installed,2021,as new,gas,,2,,,,,,,232648,bricx,81,Bruges
8897716,apartment,apartment,319900,for sale,8000,xl,installed,2021,as new,gas,,2,,,,,,,232648,bricx,96,Bruges
8948179,apartment,duplex,325000,for sale,1180,xl,,,,,,2,,,,,,,1364801,victoire (immobilier neuf),115,Uccle
8897718,apartment,apartment,325000,for sale,8000,xl,installed,2021,as new,gas,,2,,,,,,,232648,bricx,94,Bruges
9003693,apartment,penthouse,395000,for sale,1083,xl,not installed,2019,,gas,,2,,,true,,1,,2019,structura,132,Ganshoren
8730572,apartment,apartment,400000,for sale,1340,xl,,2020,as new,,,2,,,true,,,,1821912,trust real estate sprl,105,Ottignies-Louvain-la-Neuve%20Ottignies
8897720,apartment,apartment,343900,for sale,8000,xl,installed,2021,as new,gas,,2,,,,,,,232648,bricx,91,Bruges
8730576,apartment,apartment,390000,for sale,1340,xl,,2020,as new,,,2,,,true,,,,1821912,trust real estate sprl,107,Ottignies-Louvain-la-Neuve%20Ottignies
8948135,apartment,loft,410000,for sale,2950,xl,hyper equipped,2020,as new,,,3,,,,,,24,3118193,heylen vastgoed ekeren,150,Kapellen
8897723,apartment,apartment,339900,for sale,8000,xl,installed,2021,as new,gas,,2,,,,,,,232648,bricx,94,Bruges
9032832,apartment,apartment,415000,for sale,1200,xl,hyper equipped,2017,,,,2,,,true,,,,2962152,,80,Woluwe-St-Lambert
7766968,apartment,penthouse,455092,for sale,9200,xl,,2014,as new,gas,,3,,,,,,1,2964587,huyzen dendermonde,114,Termonde
8797527,apartment,apartment,650000,for sale,1180,xl,usa hyper equipped,2020,as new,gas,,3,,,true,,,1,2352,latour et petit vente,129,Uccle
8957373,apartment,penthouse,1450000,for sale,8300,xl,usa hyper equipped,2020,as new,,,4,,,true,,1,1,2085,immax knokke,198,Knokke-Heist
8979799,apartment,apartment,457000,for sale,2500,xl,usa installed,2020,as new,,,3,,,true,,1,1,2296809,heylen vastgoed lier,152,Lier
9035811,apartment,apartment,195000,for sale,9820,xl,,,as new,gas,,1,,,,,,,2105076,immo t bvba,57,Merelbeke
8897719,apartment,apartment,463000,for sale,8000,xl,installed,2021,as new,gas,,3,,,,,,,232648,bricx,106,Bruges
9035812,apartment,apartment,212000,for sale,9820,xl,,,as new,gas,,1,,,,,,,2105076,immo t bvba,57,Merelbeke
9035126,apartment,apartment,162500,for sale,7090,xl,semi equipped,,,gas,,1,,,,,,,2041,multimmo bvba,65,Braine-le-Comte
9043492,apartment,triplex,595000,for sale,4000,xl,,2020,as new,gas,,3,,,,,,,558223,cd consult,202,Li%C3%A8ge
9037829,apartment,apartment,370000,for sale,2600,xl,installed,,as new,gas,,3,1840,,,,,,1837498,fides invest,130,Berchem
9027733,apartment,penthouse,579000,for sale,8800,xl,,2020,,,,3,,,,,,,2871710,bricx,177,Roulers
9027727,apartment,penthouse,571800,for sale,8800,xl,,2020,,,,3,,,,,,,2871710,bricx,178,Roulers
9037824,apartment,apartment,325000,for sale,2600,xl,installed,,as new,gas,,2,1840,,,,,,1837498,fides invest,105,Berchem
9037826,apartment,apartment,429000,for sale,2600,xl,installed,,as new,gas,,3,1840,,,,,,1837498,fides invest,132,Berchem
9037827,apartment,apartment,379000,for sale,2600,xl,installed,,as new,gas,,2,1840,,,,,,1837498,fides invest,117,Berchem
9037825,apartment,duplex,695000,for sale,2600,xl,installed,,as new,gas,,2,1840,,,,,,1837498,fides invest,171,Berchem
9006235,apartment,apartment,80000,for sale,1040,xl,installed,,,,,1,,,true,,,,41826,"marc wilmus, notaire",61,Etterbeek
8688292,apartment,ground floor,60000,for sale,9000,xl,installed,1965,,gas,,2,,,true,,1,,3530449,lijfrente-makelaar,80,Gand
8824424,apartment,duplex,99000,for sale,6183,xl,,,good,,,3,,,,,,,1373416,mon habitat,3,Courcelles
7792350,apartment,apartment,110000,for sale,5060,xl,,,,fueloil,,3,,,true,,,,260082,les maisons de marjorie toma,3,TAMINES
8933970,apartment,apartment,110000,for sale,6010,xl,installed,,just renovated,,,1,,,,,,,1262140,,60,Couillet
8714340,apartment,apartment,120000,for sale,9500,xl,,,good,,,2,,,,,,,483092,immo marc bvba,80,Grammont
8940378,apartment,ground floor,119000,for sale,9240,xl,semi equipped,1996,good,gas,,1,,,,,,,1558824,de ras immo,57,Zele
8947089,apartment,apartment,120000,for sale,7033,xl,semi equipped,,good,gas,,2,,,,,1,,1161242,logissim,90,Cuesmes
8772660,apartment,apartment,129000,for sale,8720,xl,,1980,,,,2,,,,,,,2417479,vastgoed cannière,83,Dentergem
8910975,apartment,apartment,150000,for sale,5000,xl,installed,,good,gas,,1,,,true,,,,2258636,go immobilier,50,Namur
9009910,apartment,apartment,145000,for sale,6031,xl,installed,,as new,gas,,1,,,true,,,1,2258636,go immobilier,74,Monceau-sur-Sambre
8795316,apartment,service flat,139000,for sale,8000,xl,,1996,as new,,,1,,,,,,,1583523,immo isera,50,Bruges
8942058,apartment,apartment,139000,for sale,1070,xl,usa semi equipped,,to be done up,gas,,1,,,true,,,,1997457,prestige consultor immobilier,60,Anderlecht
8549182,apartment,apartment,149000,for sale,4430,xl,installed,,to be done up,fueloil,,4,,,,,,,382808,stoler immo,140,Ans
8338863,apartment,apartment,149500,for sale,8450,xl,,2006,good,,,1,,,,,,,2648324,astrid immobilia,55,Bredene
9019640,apartment,apartment,155000,for sale,2610,xl,installed,,good,electric,,1,,,,,,,3464607,,75,Wilrijk
8894209,apartment,apartment,157000,for sale,2300,xl,,,,gas,,2,,,true,,,,281421,bruyninckx vastgoed,86,Turnhout
9025454,apartment,apartment,160000,for sale,1080,xl,installed,,,,,3,,,true,,1,,41741,"notarissen depuyt, raes &amp; de grave",3,Molenbeek-Saint-Jean
8967548,apartment,apartment,159000,for sale,1070,xl,installed,,as new,gas,,1,,,,,,,1997457,prestige consultor immobilier,50,Anderlecht
8997435,apartment,apartment,159000,for sale,2440,xl,installed,2008,good,gas,,1,,,,,1,,254247,wijns vastgoed,1,Geel
8944391,apartment,apartment,159000,for sale,8560,xl,installed,,as new,gas,,1,,,,,,,2373640,m vastgoed,1,Wevelgem
8709062,apartment,apartment,165000,for sale,3500,xl,usa hyper equipped,1990,as new,electric,,1,,,,,,,3179873,b-apart,49,Hasselt
8531752,apartment,apartment,160000,for sale,2400,xl,hyper equipped,1968,just renovated,pellet,,2,,,true,,,,1891461,,2,Mol
8931021,apartment,apartment,165000,for sale,9160,xl,,,as new,gas,,1,,,,,,,3561994,,60,Lokeren
8392899,apartment,apartment,165000,for sale,5190,xl,,,,,,2,,,,,,,260082,les maisons de marjorie toma,76,MOUSTIER
8733058,apartment,apartment,165000,for sale,9600,xl,installed,,good,gas,,1,42,,,,,,1002634,immo beguin,69,Renaix
8849997,apartment,apartment,169000,for sale,8820,xl,,,,,,1,,,,,,,2547553,albert vastgoed,1,Torhout
8805014,apartment,apartment,169000,for sale,8790,xl,installed,,good,gas,,2,,,true,,,,1851210,immo van parijs,100,Waregem
8989828,apartment,apartment,169000,for sale,9320,xl,installed,2009,as new,gas,,2,,,,,,,3054841,vastima,80,Erembodegem
8392898,apartment,apartment,165000,for sale,5190,xl,,,,,,2,,,,,,,260082,les maisons de marjorie toma,76,MOUSTIER
8985117,apartment,ground floor,169000,for sale,9950,xl,,1996,good,gas,,1,,,,,,,3160585,era vastgoed thuis,85,Lievegem
8871238,apartment,duplex,175000,for sale,3730,xl,installed,,,gas,,2,,,,,,,3408290,matisimmo,95,Hoeselt
9018522,apartment,duplex,175000,for sale,3590,xl,installed,1998,,gas,,2,,,,,,,3408290,matisimmo,90,Diepenbeek
8444704,apartment,apartment,175455,for sale,4020,xl,installed,,,gas,,1,,,true,,,,3292073,trevi liege,73,GRIVEGN%C3%89E
8991782,apartment,apartment,179000,for sale,8500,xl,installed,,as new,gas,,2,,,,,,,2988076,dekeyser,95,Courtrai
8959890,apartment,apartment,175000,for sale,8560,xl,,1990,,,,2,,,,,1,,2417479,vastgoed cannière,101,Gullegem
8847525,apartment,apartment,179000,for sale,5070,xl,installed,,,fueloil,,3,,,,,,,260082,les maisons de marjorie toma,3,Fosses-la-Ville
9012213,apartment,apartment,179000,for sale,9620,xl,,,,gas,,2,,,,,1,,1548676,immo nobels,87,Zottegem
8954435,apartment,apartment,183500,for sale,8370,xl,,,as new,,,1,,,,,,,3040556,access estate - kantoor gent,62,Blankenberge
8981392,apartment,apartment,180000,for sale,5030,xl,usa installed,,to be done up,gas,,2,,,,,,,1573,hendrix immobilière,100,Gembloux
8935433,apartment,apartment,184500,for sale,8620,xl,,1999,,,,1,,,true,,,,1268560,olivier platteau,46,Nieuport
8814275,apartment,penthouse,185000,for sale,1180,xl,installed,,,gas,,1,,,true,,,,2503276,immo fadan,50,Uccle
8847176,apartment,apartment,185000,for sale,9400,xl,,1975,to be done up,,,2,,,,,1,,2138569,topo-immo bvba,99,Ninove
9018534,apartment,penthouse,188000,for sale,2590,xl,installed,,good,gas,,2,,,,,1,,254247,wijns vastgoed,2,Berlaar
9011063,apartment,apartment,190000,for sale,5651,xl,installed,,,electric,,2,,,true,,,1,982813,century 21 les lacs,86,Thy-le-Chateau
8881501,apartment,apartment,196000,for sale,1170,xl,installed,,good,,,1,,,true,,10,,1553960,,53,Watermael-Boitsfort
