id,type,subtype,price,transactionType,zip,visualisationOption,cuisine_type,constructionYear,condition,heatingType,primaryEnergyConsumptionLevel,room_number,surface,atticExists,basementExists,hasSwimmingPool,indoor,outdoor,short_id,company_name,m2,commune
9042129,apartment group,apartment group,336000 - 610000,for sale,1000,xl,,,,,,,,,,,1,1,2575488,we invest real estate,94,Bruxelles
9041098,apartment group,apartment group,165000 - 420000,for sale,6001,xl,,,,,,,,,,,,,1400721,concept confort sprl,64,Marcinelle
9039019,apartment,apartment,1550000,for sale,1050,xl,usa hyper equipped,2017,as new,gas,,3,,,,,,1,2595964,lecobel vaneau vente neuf,213,Ixelles
9043036,apartment,apartment,195000,for sale,9600,xl,installed,2014,good,gas,,2,,,,,,,1002634,immo beguin,75,Renaix
9042073,apartment,apartment,320000,for sale,1070,xl,usa hyper equipped,2017,as new,gas,,3,,,true,,1,1,2916018,sky realty,130,Anderlecht
9034494,apartment,apartment,715000,for sale,1950,xl,usa hyper equipped,2020,as new,gas,,2,,,true,,1,1,2352,latour et petit vente,126,Kraainem
9042950,apartment,triplex,235000,for sale,6010,xl,hyper equipped,2013,as new,gas,,3,,,,,,1,663882,etimo,149,Couillet
8997289,apartment,flat studio,224500,for sale,1180,xl,hyper equipped,1950,good,gas,,1,,,,,,,1731013,orientations,52,Uccle
9042175,apartment group,apartment group,127000 - 166000,for sale,1160,xl,,,,,,,,,,,1,1,2575488,we invest real estate,19,Auderghem
9039433,apartment,apartment,780000,for sale,1180,xl,usa hyper equipped,1962,just renovated,gas,,3,,,true,,1,1,1942392,bathim &amp; co,190,Uccle
9038896,apartment,apartment,210000,for sale,4430,xl,installed,2020,as new,gas,,2,,,true,,,1,558223,cd consult,77,Ans
9038897,apartment,apartment,250000,for sale,4430,xl,installed,2020,as new,gas,,2,,,true,,,1,558223,cd consult,97,Ans
8603832,apartment group,apartment group,165000 - 449000,for sale,8710,xl,,,,,,,,,,,,,1600308,dewaele | vastgoed met advies waregem,58,Wielsbeke
9039312,apartment,apartment,358000,for sale,9000,xl,installed,1969,good,gas,,2,,,true,,,,348077,trevi gent,85,Gand
9039311,apartment,loft,360500,for sale,2060,xl,installed,1918,good,gas,,2,,,true,,1,,348077,trevi gent,114,Anvers
9038507,apartment,duplex,199000,for sale,8370,xl,installed,2004,good,gas,,2,,,true,,,,2759428,immo marina,87,Blankenberge
9037014,apartment,apartment,288000,for sale,1070,xl,usa hyper equipped,1991,as new,gas,,2,,,true,,,,3672925,,88,Anderlecht
9037272,apartment group,apartment group,210000 - 225000,for sale,5170,xl,,,,,,,,,,,,10,2164972,century 21 la clé,78,Bois%20de%20Villers
9034495,apartment,flat studio,239500,for sale,1160,xl,usa hyper equipped,2022,as new,gas,,0,,,,,,,2352,latour et petit vente,46,Auderghem
9034656,apartment,service flat,320000,for sale,8670,xl,usa hyper equipped,2019,as new,gas,,1,,,,,,,1361501,immo la terrasse,57,Sint-Idesbald
9035930,apartment,apartment,229000,for sale,1040,xl,usa installed,1975,as new,gas,,1,,,true,,,,2305,abita agence immobilière scrl,52,Etterbeek
9037648,apartment group,apartment group,614000 - 614000,for sale,1020,xl,,,,,,,,,,,,,2019,structura,250,LAKEN
9037183,apartment,apartment,265000,for sale,9050,xl,installed,2015,as new,gas,,1,,,,,,,2118760,landbergh,76,Gentbrugge
9036417,apartment,apartment,169000,for sale,1080,xl,not installed,1960,to renovate,gas,,2,,,true,,,,2953237,realor  properties,70,Molenbeek-St-Jean
9036522,apartment group,apartment group,155000 - 200000,for sale,7180,xl,,,,,,,,,,,,,2658049,les viviers properties,61,Seneffe
9035995,apartment,apartment,198000,for sale,1500,xl,semi equipped,1966,good,gas,,2,,,true,,,,989034,pajota halle,87,Halle
9033767,apartment,apartment,165000,for sale,6001,xl,hyper equipped,2020,as new,gas,,1,,,true,,8,10,1400721,concept confort sprl,64,Marcinelle
9040974,apartment,apartment,280000,for sale,9700,xl,installed,2013,good,gas,,3,,,,,,1,1574509,axel lenaerts makelaars oudenaarde bvba,140,EINE
9041253,apartment,apartment,197500,for sale,1030,xl,hyper equipped,1980,just renovated,gas,,1,,,true,,1,,1229100,direct immo,70,Schaerbeek
9033790,apartment,apartment,265000,for sale,6001,xl,hyper equipped,2020,as new,gas,,2,,,true,,7,10,1400721,concept confort sprl,104,Marcinelle
9020689,apartment,apartment,289000,for sale,4000,xl,hyper equipped,1964,as new,gas,,3,,,true,,1,,1987737,,149,Li%C3%A8ge
8829165,apartment,apartment,435000,for sale,8300,xl,usa hyper equipped,2009,good,gas,,2,,,true,,1,,204193,immo cauwe,85,Knokke
9035334,apartment,apartment,198000,for sale,1190,xl,installed,1960,good,gas,,1,,,true,,,1,2446317,bk &amp; partners,76,Forest
9033817,apartment,apartment,320000,for sale,6001,xl,hyper equipped,2020,as new,gas,,3,,,true,,7,10,1400721,concept confort sprl,120,Marcinelle
9034364,apartment,apartment,235000,for sale,8800,xl,installed,1992,as new,gas,,3,,,,,,,2547553,albert vastgoed,141,Roulers
9032268,apartment,apartment,198000,for sale,4432,xl,not installed,2016,as new,gas,,3,,,true,,1,1,2654558,allen keapler &amp; partners,104,Ans
9035045,apartment group,apartment group,199500 - 525000,for sale,9300,xl,,,,,,,,,,,,,3652590,bricks immobiliën,64,Alost
9038751,apartment,apartment,220000,for sale,8434,xl,installed,1961,good,gas,,2,,,,,,,782997,era la plage,77,Westende
9033366,apartment group,apartment group,195000 - 345000,for sale,1470,xl,,,,,,,,,,,,,3502806,cedimmo braine-le-château,65,Genappe
9033639,apartment,apartment,369000,for sale,1000,xl,hyper equipped,2000,as new,gas,,2,,,true,,,,713521,mètrecarré,120,Bruxelles%20ville
9043230,apartment,penthouse,249000,for sale,2170,xl,installed,1978,just renovated,,,2,,,true,,,1,3393240,kasper &amp; kent,125,Merksem
9032264,apartment,apartment,230000,for sale,4430,xl,not installed,2016,as new,gas,,3,,,true,,1,1,2654558,allen keapler &amp; partners,111,Ans
9032265,apartment,penthouse,325000,for sale,4432,xl,installed,2016,as new,gas,,3,,,true,,1,1,2654558,allen keapler &amp; partners,150,Ans
9014566,apartment,apartment,335500,for sale,1160,xl,usa hyper equipped,2022,as new,gas,,1,,,,,1,,2352,latour et petit vente,70,Auderghem
9033233,apartment group,apartment group,176500 - 299000,for sale,7370,xl,,,,,,,,,,,,,774167,enzoimmo sprl,84,Dour
9038921,apartment,apartment,328000,for sale,1933,xl,usa hyper equipped,2020,as new,,,2,,,true,,,1,2352,latour et petit vente,93,Zaventem%20Sterrebeek
8872852,apartment,duplex,345000,for sale,4540,xl,installed,2016,as new,,,4,,,true,,,1,999811,engel &amp; völkers liège,218,Amay
9040807,apartment,apartment,495000,for sale,1050,xl,hyper equipped,1960,good,gas,,3,,,true,,,,1607451,emile garcin belgique sprl,120,Ixelles
8577833,apartment group,apartment group,426000 - 640000,for sale,1200,xl,,,,,,,,,,,,,1364801,victoire (immobilier neuf),97,Woluwe-Saint-Lambert
8098994,apartment group,apartment group,365000 - 465000,for sale,1180,xl,,,,,,,,,,,1,20,1364801,victoire (immobilier neuf),93,Uccle
8892319,apartment,apartment,430000,for sale,1180,xl,usa hyper equipped,2021,as new,gas,,2,,,true,,1,,2352,latour et petit vente,100,Uccle
8892312,apartment,apartment,295000,for sale,1180,xl,usa hyper equipped,2021,as new,gas,,1,,,true,,1,,2352,latour et petit vente,73,Uccle
9032356,apartment group,apartment group,625000 - 840000,for sale,1200,xl,,,,,,,,,,,1,1,2595964,lecobel vaneau vente neuf,164,Woluwe-Saint-Lambert
8633426,apartment,apartment,365000,for sale,5100,xl,usa hyper equipped,2018,as new,gas,,3,,,,,,1,3340066,latour et petit namur vente,162,Jambes
8903565,apartment,penthouse,754500,for sale,1200,xl,usa hyper equipped,2021,as new,gas,,2,,,true,,1,1,2352,latour et petit vente,159,Woluwe-Saint-Lambert
8790883,apartment,apartment,975000,for sale,1000,xl,hyper equipped,2015,as new,gas,,2,,,true,,,,1731013,orientations,180,Bruxelles%20ville
8954649,apartment,apartment,1537000,for sale,1050,xl,hyper equipped,2015,as new,gas,,2,,,true,,1,1,2352,latour et petit vente,160,Ixelles
9014568,apartment,apartment,501500,for sale,1160,xl,usa hyper equipped,2022,as new,gas,,2,,,,,1,,2352,latour et petit vente,102,Auderghem
8062031,apartment group,apartment group,1550000 - 1550000,for sale,1000,xl,,,,,,,,,,,1,1,1364801,victoire (immobilier neuf),213,Bruxelles
9029105,apartment,penthouse,476000,for sale,1130,xl,usa hyper equipped,2020,as new,gas,,3,,,true,,21,21,2352,latour et petit vente,148,Bruxelles
8892307,apartment,apartment,1839000,for sale,1050,xl,hyper equipped,2015,as new,gas,,3,,,true,,,,2352,latour et petit vente,203,Ixelles
9029104,apartment,penthouse,476000,for sale,1130,xl,usa hyper equipped,2020,as new,gas,,3,,,true,,21,21,2352,latour et petit vente,148,Bruxelles
9040655,apartment,apartment,400000,for sale,1030,xl,semi equipped,1930,good,gas,,2,,,true,,,,3671690,,135,Schaerbeek
9037084,apartment,penthouse,628500,for sale,1000,xl,hyper equipped,2017,as new,gas,,2,,,true,,,2,3223764,w properties &amp; management,91,Brussels
9039426,apartment,apartment,73750,for sale,4520,xl,installed,2009,good,,,2,,,true,,2,,2222,trevi rasquain,110,Wanze
9040157,apartment,apartment,725000,for sale,8300,xl,installed,2002,as new,gas,,3,,,,,,,1759503,liv&#039;immo,102,Knokke
9030993,apartment,apartment,250000,for sale,7850,xl,hyper equipped,2007,as new,electric,,3,,,true,,1,,2387267,,101,Enghien
8950767,apartment group,apartment group,127000 - 166000,for sale,1160,xl,,,,,,,,,,,,,3637588,promiris,18,Auderghem
9042786,apartment,apartment,159000,for sale,1080,xl,installed,1968,good,fueloil,,1,,,true,,,,76092,immo balcaen,60,Molenbeek-Saint-Jean
9041938,apartment,apartment,300000,for sale,1000,xl,usa hyper equipped,2017,as new,gas,,1,,,true,,,1,1355753,j&amp;j properties,77,Bruxelles
9031036,apartment group,apartment group,335000 - 399000,for sale,1000,xl,,,,,,,,,,,1,,1942392,bathim &amp; co,113,Bruxelles
9031244,apartment group,apartment group,361080 - 514080,for sale,1000,xl,,,,,,,,,,,,1,1942392,bathim &amp; co,129,Bruxelles
9031095,apartment group,apartment group,335000 - 399000,for sale,1070,xl,,,,,,,,,,,,1,1942392,bathim &amp; co,113,Anderlecht
9031222,apartment group,apartment group,361080 - 514080,for sale,1070,xl,,,,,,,,,,,,1,1942392,bathim &amp; co,129,Anderlecht
9031347,apartment group,apartment group,550000 - 599000,for sale,1180,xl,,,,,,,,,,,1,1,2595964,lecobel vaneau vente neuf,137,Uccle
9035795,apartment,apartment,525000,for sale,8300,xl,hyper equipped,2008,as new,gas,,1,,,,true,,1,2047719,knokke real estate,70,Knokke-Heist
8323945,apartment group,apartment group,225500 - 1340000,for sale,3000,xl,,,,,,,,,,,,,2900422,agre 2 waters,54,Louvain
9007296,apartment,duplex,318000,for sale,5060,xl,hyper equipped,2006,good,gas,,3,,true,true,,1,100,3408125,,118,Auvelais
9029300,apartment group,apartment group,218400 - 275600,for sale,1190,xl,,,,,,,,,,,,1,1942392,bathim &amp; co,71,Forest
9029113,apartment group,apartment group,476000 - 476000,for sale,1130,xl,,,,,,,,,,,21,21,1811742,latour et petit immobilier neuf,148,Bruxelles
9032267,apartment,apartment,164000,for sale,4432,xl,,2016,as new,gas,,2,,,true,,1,1,2654558,allen keapler &amp; partners,82,Ans
9040381,apartment,apartment,169000,for sale,8400,xl,,1994,good,electric,,2,,,true,,,,782997,era la plage,82,Ostende
9036413,apartment,apartment,414000,for sale,1200,xl,usa hyper equipped,2020,as new,,,3,,,true,,1,1,2352,latour et petit vente,105,Woluwe-Saint-Lambert
9036128,apartment,loft,299000,for sale,1020,xl,semi equipped,1962,as new,gas,,2,,,,,,,2575488,we invest real estate,189,Bruxelles
9034249,apartment,apartment,219000,for sale,1070,xl,usa hyper equipped,1972,as new,gas,,2,,,true,,,,1511552,trianon invest,90,Anderlecht
9034493,apartment,apartment,335000,for sale,1140,xl,usa hyper equipped,2021,,gas,,2,,,true,,1,,2352,latour et petit vente,110,Evere
9028256,apartment,apartment,239000,for sale,1030,xl,semi equipped,1956,just renovated,gas,,2,,,,,,,3668229,,66,Schaerbeek
9033349,apartment group,apartment group,244000 - 298000,for sale,6032,xl,,,,,,,,,,,,,1513,club immobilier,99,Mont-sur-Marchienne
9034209,apartment,penthouse,595000,for sale,1180,xl,hyper equipped,1969,good,fueloil,,3,,,true,,,,3046939,lamy belgium,160,Uccle
9036628,apartment,apartment,725000,for sale,8300,xl,installed,2002,as new,gas,,3,,,,,,,1759503,liv&#039;immo,102,Knokke
9041192,apartment,flat studio,89000,for sale,4460,xl,installed,2006,as new,gas,,1,,,true,,,,1734807,,46,Grace-Hollogne
9028005,apartment,duplex,320000,for sale,1780,xl,installed,1925,as new,gas,,3,,,true,,,,2575488,we invest real estate,135,Wemmel
9034037,apartment,apartment,269500,for sale,3010,xl,installed,2004,good,gas,,2,,,,,,1,3433489,immo-time,70,Kessel-Lo
9027875,apartment,apartment,349000,for sale,1180,xl,installed,1965,good,fueloil,,2,,,true,,,,1744558,chrysalide sprl,93,Uccle
9039308,apartment,apartment,441000,for sale,9000,xl,installed,2020,,gas,,2,,,,,,,348077,trevi gent,82,Gand
8945100,apartment,apartment,649000,for sale,1050,xl,hyper equipped,1930,,fueloil,,4,,true,true,,,,1899804,,250,Ixelles
9040796,apartment,apartment,200000,for sale,6700,xl,installed,2006,good,gas,,2,,,,,1,1,3386269,topimmo bastogne - arlon - neufchâteau,76,Arlon
9023581,apartment,apartment,175000,for sale,7000,xl,hyper equipped,2020,as new,gas,,2,,,true,,,20,1400721,concept confort sprl,95,Mons
9023542,apartment,apartment,127500,for sale,7000,xl,hyper equipped,2020,as new,gas,,1,,,true,,,20,1400721,concept confort sprl,58,Mons
8917208,apartment,apartment,282500,for sale,1180,xl,usa hyper equipped,2021,as new,gas,,1,,,,,,,1912369,thomas &amp; piron - bâtiment,74,Uccle
8946446,apartment,apartment,189500,for sale,6880,xl,hyper equipped,2020,as new,gas,,2,,,true,,,18,3346893,honesty libramont - 5 agences lux. et namur,84,Bertrix
8971504,apartment,apartment,235000,for sale,1000,xl,usa hyper equipped,2018,as new,gas,,1,,,true,,,,3623946,by the way,50,Bruxelles
8975030,apartment,apartment,260000,for sale,1435,xl,usa installed,2020,as new,gas,,2,,,true,,,,2352,latour et petit vente,88,Mont-Saint-Guibert
8482936,apartment,penthouse,287000,for sale,7000,xl,usa hyper equipped,2018,just renovated,gas,,3,,,true,,,,2092543,,107,Mons
8892306,apartment,flat studio,250000,for sale,1180,xl,usa hyper equipped,2021,as new,gas,,0,,,true,,1,1,2352,latour et petit vente,62,Uccle
9000197,apartment,apartment,294000,for sale,1200,xl,usa hyper equipped,2021,as new,gas,,1,,,true,,,,2352,latour et petit vente,63,Woluwe-Saint-Lambert
9024772,apartment,penthouse,339750,for sale,1070,xl,usa hyper equipped,2020,as new,gas,,2,,,true,,,1,1942392,bathim &amp; co,122,Anderlecht
8987721,apartment,apartment,348000,for sale,1160,xl,usa hyper equipped,2022,as new,gas,,1,,,true,,,20,2352,latour et petit vente,76,Auderghem
8987718,apartment,apartment,368000,for sale,1160,xl,usa hyper equipped,2022,as new,gas,,2,,,true,,,20,2352,latour et petit vente,93,Auderghem
8747874,apartment,apartment,375000,for sale,1200,xl,hyper equipped,2017,as new,gas,,2,,,true,,1,,3392117,,105,Woluwe-St-Lambert
9014569,apartment,apartment,312000,for sale,1160,xl,usa hyper equipped,2022,as new,gas,,1,,,,,1,,2352,latour et petit vente,66,Auderghem
8935825,apartment,penthouse,318000,for sale,1435,xl,usa installed,2020,as new,gas,,2,,,true,,,,2352,latour et petit vente,87,Mont-Saint-Guibert
8271333,apartment,apartment,290000,for sale,6600,xl,installed,2018,as new,gas,,2,,,true,,,,5216,topimmo bastogne - arlon - neufchâteau,103,Bastogne
9014550,apartment,apartment,426000,for sale,1200,xl,hyper equipped,2021,as new,gas,,2,,,true,,1,1,2352,latour et petit vente,93,Woluwe-Saint-Lambert
8873435,apartment,apartment,399000,for sale,1070,xl,usa hyper equipped,2020,as new,gas,,2,,,true,,1,,1942392,bathim &amp; co,113,Anderlecht
8312581,apartment,penthouse,455000,for sale,1410,xl,not installed,2012,as new,gas,,3,,,,,,,1912369,thomas &amp; piron - bâtiment,124,Waterloo
8940352,apartment,apartment,428000,for sale,1435,xl,usa hyper equipped,2022,as new,gas,,2,,,true,,1,1,1573,hendrix immobilière,117,Mont-Saint-Guibert
8950408,apartment,penthouse,464500,for sale,1200,xl,usa installed,2016,as new,gas,,2,,,,,,1,2595964,lecobel vaneau vente neuf,137,WOLUWE%20SAINT%20LAMBERT
8903549,apartment,apartment,458000,for sale,1200,xl,usa hyper equipped,2021,as new,gas,,3,,,true,,1,1,2352,latour et petit vente,109,Woluwe-Saint-Lambert
9017519,apartment,apartment,450000,for sale,1160,xl,usa installed,2018,as new,gas,,3,,,true,,,1,1599583,engel &amp; vÖlkers pavillon d&#039;ixelles,126,Auderghem
8935824,apartment,penthouse,402000,for sale,1435,xl,usa installed,2020,as new,gas,,3,,,true,,,,2352,latour et petit vente,124,Mont-Saint-Guibert
8703119,apartment,penthouse,476000,for sale,1130,xl,usa hyper equipped,2017,as new,gas,,3,,,,,,,1643418,trevi est,156,HAREN%20(BRU.)
8841975,apartment,apartment,499000,for sale,1200,xl,usa hyper equipped,2022,as new,gas,,3,,,true,,,2,1364801,victoire (immobilier neuf),124,Woluwe-Saint-Lambert
8855273,apartment,apartment,510000,for sale,1050,xl,usa hyper equipped,2018,as new,gas,,3,,,true,,1,1,2595964,lecobel vaneau vente neuf,116,Ixelles
8903563,apartment,apartment,499000,for sale,1200,xl,hyper equipped,2021,as new,gas,,3,,,true,,1,1,2352,latour et petit vente,124,Woluwe-Saint-Lambert
9013277,apartment,loft,557600,for sale,1040,xl,hyper equipped,1897,just renovated,gas,,2,,,true,,1,,2727532,bright immo sprl,136,Etterbeek
8909856,apartment,penthouse,499000,for sale,1080,xl,usa hyper equipped,2018,as new,gas,,3,,,,,,,214909,noa  real estate,214,Molenbeek-Saint-Jean
8950407,apartment,penthouse,479000,for sale,1200,xl,usa installed,2016,as new,gas,,2,,,,,,1,2595964,lecobel vaneau vente neuf,135,WOLUWE%20SAINT%20LAMBERT
8909855,apartment,penthouse,625000,for sale,1200,xl,usa hyper equipped,2015,as new,gas,,3,,,,,,1,214909,noa  real estate,164,Woluwe-Saint-Lambert
8940436,apartment,apartment,625000,for sale,1200,xl,hyper equipped,2017,as new,gas,,3,,,,,,,2352,latour et petit vente,164,Woluwe-Saint-Lambert
8952405,apartment,apartment,769000,for sale,1180,xl,usa hyper equipped,2020,as new,gas,,2,,,true,,,1,1614,victoire (vente),142,Uccle
8974454,apartment,duplex,775000,for sale,1200,xl,usa hyper equipped,2016,as new,gas,,4,,,,,1,,1643418,trevi est,238,WOLUWE-SAINT-LAMBERT
8977504,apartment,penthouse,795000,for sale,1150,xl,hyper equipped,2019,as new,gas,,2,,,true,,1,,1942392,bathim &amp; co,138,Woluwe-Saint-Pierre
9017545,apartment,apartment,630000,for sale,1160,xl,usa installed,2018,as new,gas,,3,,,,,1,,1599583,engel &amp; vÖlkers pavillon d&#039;ixelles,160,Auderghem
9002329,apartment,penthouse,1500000,for sale,1180,xl,usa hyper equipped,2014,as new,gas,,3,,,true,,1,1,2595964,lecobel vaneau vente neuf,220,Uccle
9000195,apartment,penthouse,840000,for sale,1200,xl,hyper equipped,2017,as new,gas,,4,,,,,,,2352,latour et petit vente,238,Woluwe-Saint-Lambert
8994237,apartment,apartment,769000,for sale,1180,xl,usa hyper equipped,2019,as new,gas,,2,,,true,,,1,1364801,victoire (immobilier neuf),142,Uccle
8974452,apartment,duplex,840000,for sale,1200,xl,usa hyper equipped,2016,as new,gas,,4,,,,,1,,1643418,trevi est,220,WOLUWE-SAINT-LAMBERT
8952406,apartment,penthouse,2500000,for sale,1050,xl,usa hyper equipped,2019,as new,gas,,4,,,true,,,1,1614,victoire (vente),277,Ixelles
8943751,apartment,apartment,1500000,for sale,1180,xl,installed,2014,as new,gas,,3,,,true,,2,2,3330095,brussels sotheby’s  realty - nd,220,Uccle
8876611,apartment,apartment,1550000,for sale,1050,xl,hyper equipped,2017,as new,gas,,3,,,true,,,1,2352,latour et petit vente,212,Ixelles
9034801,apartment,apartment,106000,for sale,4040,xl,not installed,1967,good,fueloil,,3,,,true,,,,3659631,artemis partners,100,Herstal
9037255,apartment,ground floor,383000,for sale,1160,xl,usa hyper equipped,2022,as new,gas,,2,75,,true,,,20,2352,latour et petit vente,101,Auderghem
8935749,apartment,penthouse,2500000,for sale,1050,xl,usa hyper equipped,2019,as new,gas,,4,,,true,,,1,1364801,victoire (immobilier neuf),277,Ixelles
9026253,apartment,apartment,620000,for sale,1040,xl,hyper equipped,1968,as new,gas,,3,,,true,,1,,2352,latour et petit vente,196,Etterbeek
8777614,apartment,apartment,1045000,for sale,8301,xl,installed,1994,good,gas,,3,,,true,,1,,204193,immo cauwe,106,Duinbergen
9040924,apartment,apartment,359500,for sale,2000,xl,,2019,as new,gas,,3,,,true,,,,1750,sidimex antwerpen,116,Anvers
9030647,apartment,apartment,445000,for sale,1200,xl,installed,1991,as new,gas,,3,,,,,,,145409,expertissimmo,146,Woluwe-Saint-Lambert
9039860,apartment,apartment,295000,for sale,9000,xl,,1960,to be done up,electric,,2,,,true,,1,,38321,axel lenaerts makelaars,110,Gand
9030582,apartment,apartment,300000,for sale,9400,xl,usa hyper equipped,2020,as new,gas,,2,,,,,1,,989031,pajota ninove,104,Ninove
9039024,apartment,apartment,245000,for sale,6800,xl,installed,2008,as new,electric,,2,,,,,,2,3386206,topimmo bastogne - arlon - neufchâteau,128,Libramont-Chevigny
9030572,apartment,penthouse,1500000,for sale,1180,xl,hyper equipped,2017,as new,gas,,3,,,true,,1,1,1364801,victoire (immobilier neuf),220,Uccle
7449876,apartment group,apartment group,86400 - 360000,for sale,4000,xl,,,,,,,,,,,,,558223,cd consult,54,Liege
9031391,apartment,apartment,197500,for sale,1140,xl,hyper equipped,1980,just renovated,gas,,1,,,true,,1,,1229100,direct immo,70,Evere
7342046,apartment group,apartment group,12500 - 210000,for sale,7860,xl,,,,,,,,,,,,,1548676,immo nobels,70,Lessines
8314742,apartment group,apartment group,100297.85 - 242826.36,for sale,5590,xl,,,,,,,,,,,,,1912369,thomas &amp; piron - bâtiment,39,Ciney
8314535,apartment group,apartment group,104000 - 245000,for sale,5060,xl,,,,,,,,,,,,76,1912369,thomas &amp; piron - bâtiment,34,Sambreville
8905345,apartment group,apartment group,25000 - 282000,for sale,1500,xl,,,,,,,,,,,1,,989034,pajota halle,91,Halle
8989412,apartment,penthouse,92000,for sale,4020,xl,not installed,1952,to be done up,fueloil,,1,,,true,,,,999811,engel &amp; völkers liège,29,Li%C3%A8ge
9016516,apartment group,apartment group,64000 - 719000,for sale,9000,xl,,,,,,,,,,,,,2844275,tondelier development nv,30,Gand
8923633,apartment,duplex,99000,for sale,4500,xl,installed,1968,to be done up,gas,,2,,,true,,,,682408,label immo sprl,100,Huy
8842199,apartment group,apartment group,110000 - 299000,for sale,6800,xl,,,,,,,,,,,39,,1912369,thomas &amp; piron - bâtiment,39,Libramont-Chevigny
8712823,apartment,apartment,120000,for sale,4000,xl,not installed,1973,as new,fueloil,,1,,,,,,,2222,trevi rasquain,56,Li%C3%A8ge
8578807,apartment group,apartment group,113228.6 - 200362,for sale,6700,xl,,,,,,,,,,,,,695471,double v immobilière,35,Arlon
8705030,apartment,apartment,120000,for sale,4000,xl,not installed,1973,as new,fueloil,,1,,,,,,,3292073,trevi liege,56,Li%C3%A8ge
8899962,apartment group,apartment group,126250 - 369000,for sale,1500,xl,,,,,,,,,,,,,989034,pajota halle,1,Halle
8048594,apartment group,apartment group,120000 - 281000,for sale,7090,xl,,,,,,,,,,,,,1113200,delzelle sa,46,Braine-le-Comte
8937121,apartment group,apartment group,125000 - 360000,for sale,1080,xl,,,,,,,,,,,13,13,3467306,haussmann by oralis,40,Molenbeek-Saint-Jean
8963134,apartment group,apartment group,127500 - 230000,for sale,7000,xl,,,,,,,,,,,,,1400721,concept confort sprl,56,Mons
8864142,apartment group,apartment group,129750 - 202750,for sale,6000,xl,,,,,,,,,,,,,16616,immobilière legrand s.a.,44,Charleroi
8999530,apartment,apartment,128000,for sale,8370,xl,semi equipped,1929,good,gas,,1,,,,,,,2759428,immo marina,56,Blankenberge
8309228,apartment group,apartment group,135000 - 221000,for sale,1120,xl,,,,,,,,,,,,,3024743,fonds du logement – woningfonds,38,Neder-over-Heembeek
8986210,apartment,flat studio,132500,for sale,8660,xl,installed,1978,good,gas,,0,,,,,,1,355436,immo cattaert,35,La%20Panne
8944414,apartment,flat studio,130000,for sale,8400,xl,installed,1974,to renovate,gas,,0,,,,,,,2252397,agence dermul,45,Ostende
8938276,apartment,apartment,135000,for sale,1020,xl,usa semi equipped,1955,good,gas,,1,,,,,,,208736,urban concept sprl,60,Laeken
8906932,apartment group,apartment group,129000 - 185000,for sale,6850,xl,,,,,,,,,,,,,3346893,honesty libramont - 5 agences lux. et namur,56,Paliseul
8804242,apartment group,apartment group,135000 - 330000,for sale,6900,xl,,,,,,,,,,,,,143761,houyoux constructions,42,Marche-en-Famenne
8897004,apartment,apartment,137000,for sale,4430,xl,installed,1981,to be done up,electric,,2,,,true,,,1,2144544,label immo sprl,90,Ans
7407209,apartment group,apartment group,135923 - 295000,for sale,3390,xl,,,,,,,,,,,,,2207922,jes vastgoed,71,Sint-Joris-Winge
8940490,apartment group,apartment group,137000 - 371500,for sale,1500,xl,,,,,,,,,,,1,,989034,pajota halle,74,Halle
8977611,apartment,apartment,138000,for sale,9600,xl,semi equipped,1967,good,gas,,2,,,,,,,3154230,dmg vastgoed,84,Renaix
8881870,apartment,apartment,139000,for sale,1030,xl,installed,2004,good,electric,,1,,,,,,,3433489,immo-time,28,Schaerbeek
8881869,apartment,apartment,139000,for sale,1030,xl,installed,2004,good,electric,,1,,,,,,,3433489,immo-time,30,Schaerbeek
8882757,apartment,apartment,139000,for sale,1081,xl,hyper equipped,1963,to be done up,fueloil,,1,,,,,1,,1372991,,48,Koekelberg
8920086,apartment,apartment,139000,for sale,8370,xl,installed,1948,good,gas,,2,,,true,,,,2759428,immo marina,60,Blankenberge
8703492,apartment group,apartment group,139000 - 269000,for sale,8434,xl,,,,,,,,,,,,,2547553,albert vastgoed,48,Westende
8028546,apartment group,apartment group,140000 - 147500,for sale,5555,xl,,,,,,,,,,,,,504697,maisons baijot,2,Bievre
7677356,apartment group,apartment group,139500 - 327500,for sale,7100,xl,,,,,,,,,,,,,3530190,trevi logis,58,LA%20LOUVI%C3%88RE
8966313,apartment,apartment,140000,for sale,6700,xl,installed,2003,good,electric,,1,,,,,,1,5216,topimmo bastogne - arlon - neufchâteau,59,Arlon
8318853,apartment group,apartment group,140000 - 165000,for sale,4630,xl,,,,,,,,,,,21,19,1912369,thomas &amp; piron - bâtiment,28,Soumagne
8229143,apartment group,apartment group,140000 - 235000,for sale,7000,xl,,,,,,,,,,,,,2959413,residency,63,Mons
8645968,apartment group,apartment group,145000 - 324000,for sale,5000,xl,,,,,,,,,,,15,,1912369,thomas &amp; piron - bâtiment,40,Namur
8904372,apartment group,apartment group,141000 - 345000,for sale,9100,xl,,,,,,,,,,,,,1387663,quares,60,SINT-NIKLAAS
8972719,apartment group,apartment group,144000 - 249000,for sale,7333,xl,,,,,,,,,,,,109,1912369,thomas &amp; piron - bâtiment,69,Saint-Ghislain
8404059,apartment group,apartment group,145000 - 360214,for sale,7050,xl,,,,,,,,,,,,,1403588,home access immobilier,57,Jurbise
